Format version,Period,User ID
12-05-2025,Pago CT Pool,true,40.30,MXN,NCwallet ,Inversión,CryptoTab Pool,,"Pago 2,000 SAT"
13-05-2025,Pago CT Browser,true,101.23,MXN,NCwallet ,Inversión,CryptoTab Browser,,"Pago 5,000 SAT"
13-05-2025,Compra en CT Max,true,-384.40,MXN,NCwallet ,Inversión,CryptoTab browser ,,"Compra de suscripción 20,000 H/s en CT Max | Trimestral | Pago con cripto"
13-05-2025,Renovación Google One,true,-17,MXN,RedotPay,Play Store,Suscripciones,,
16-05-2025,Ingresos de la semana ,true,22.54,MXN,Exnova (1era cuenta),Trading ,Exnova,,"• Incremento: $22.54
• ROI: 147.56%"
19-05-2025,Renta de bata de laboratorio,true,-12,MXN,Monedero físico ,Educación,,,
19-05-2025,Semanal,true,200,MXN,Monedero físico ,Salario,,,
19-05-2025,Pago CT Browser,true,102.14,MXN,NCwallet ,Inversión,CryptoTab Browser,,"Pago 5,000 SAT"
19-05-2025,Pago Bitcoin Mining,true,40.40,MXN,Wallet Muun,Inversión,Bitcoin Mining,,"Pago 2,000 SAT"
19-05-2025,Transferencia a Google Play  (In),true,400,MXN,Google Play ,Transferencia,,,
19-05-2025,Transferencia a Google Play  (Out),true,-400,MXN,Monedero físico ,Transferencia,,,
20-05-2025,Suscripción CT Farm,true,-412.25,MXN,Google Play ,Inversión,CryptoTab Farm,,"Compra de suscripción 47,000 H/s | Trimestral | Saldo Google Play"
20-05-2025,Pago CT Pool,true,41.16,MXN,NCwallet ,Inversión,CryptoTab Pool,,"Pago 2,000 SAT"
21-05-2025,Transferencia a Cwallet  (In),true,103.75,MXN,Cwallet ,Transferencia,,,
21-05-2025,Transferencia a Cwallet  (Out),true,-103.75,MXN,Wallet Muun,Transferencia,,,
21-05-2025,Transferencia a Trust Wallet (In),true,4,MXN,Trust Wallet,Transferencia,,,
21-05-2025,Transferencia a Trust Wallet (Out),true,-4,MXN,Cwallet ,Transferencia,,,
21-05-2025,Transferencia a Cwallet  (In),true,82.23,MXN,Cwallet ,Transferencia,,,
21-05-2025,Transferencia a Cwallet  (Out),true,-82.23,MXN,Trust Wallet,Transferencia,,,
21-05-2025,Transferencia a NCwallet  (Out),true,-191.57,MXN,Cwallet ,Transferencia,,,
21-05-2025,Transferencia a NCwallet  (In),true,191.57,MXN,NCwallet ,Transferencia,,,
23-05-2025,Ganancias de la semana,true,3.89,MXN,Exnova (1era cuenta),Trading ,Exnova,,"Con un ROI de aproximadamente superior al 15%. (dato del saldo en la imagen no representativo, solo datos de ganancia y ROI)"
26-05-2025,Semanal,true,200,MXN,Monedero físico ,Salario,,,
26-05-2025,Pago CT Browser,true,105.09,MXN,NCwallet ,Inversión,CryptoTab Browser,,"Pago 5,000 SAT"
26-05-2025,Semanal,true,28.79,MXN,BBVA,Salario,,,
27-05-2025,Transferencia a Exnova (Out),true,-200,MXN,Monedero físico ,Transferencia,,,
27-05-2025,Transferencia a Exnova (In),true,200,MXN,Exnova (1era cuenta),Transferencia,,,
28-05-2025,Pago CT Pool,true,41.80,MXN,NCwallet ,Inversión,CryptoTab Pool,,"Pago 2,000 SAT"
28-05-2025,Pago CT Farm,true,41.80,MXN,NCwallet ,Inversión,CryptoTab Farm,,"Pago 2,000 SAT"
30-05-2025,Comida,true,-15,MXN,Monedero físico ,Comida,,,
31-05-2025,Pago CT Pool,true,16.98,MXN,NCwallet ,Inversión,CryptoTab Pool,,Pago 840 SAT
31-05-2025,Pago CT Farm,true,18.50,MXN,NCwallet ,Inversión,CryptoTab Farm,,Pago 915 SAT
31-05-2025,Pago CT Browser,true,90.31,MXN,NCwallet ,Inversión,CryptoTab Browser,,"Pago 4,467 SAT"
01-06-2025,Compra membresía de VisualPolitik,true,-9,MXN,Google Play ,Play Store,Suscripciones,,Mensual
01-06-2025,Compra membresía de VisualEconomik,true,-9,MXN,RedotPay,Play Store,Suscripciones,,Mensual
02-06-2025,Transferencia a RedotPay (In),true,278.57,MXN,RedotPay,Transferencia,,,
02-06-2025,Transferencia a RedotPay (Out),true,-278.57,MXN,NCwallet ,Transferencia,,,
02-06-2025,Renovación de suscripción CT Pool,true,-276.25,MXN,RedotPay,Inversión,CryptoTab Pool,,"25,000 H/s | Trimestral"
02-06-2025,Semanal,true,200,MXN,Monedero físico ,Salario,,,
04-06-2025,Pago Bitcoin Mining,true,19.94,MXN,Wallet Muun,Inversión,Bitcoin Mining,,"Pago 1,000 SAT"
05-06-2025,Pago CT Pool,true,13.80,MXN,NCwallet ,Inversión,CryptoTab Pool,,Pago 693 SAT
06-06-2025,Renovación de suscripción CT Lite,true,-81.34,MXN,NCwallet ,Inversión,CryptoTab browser ,,"4,500 H/s | Trimestral"
07-06-2025,Pago CT Browser,true,99.77,MXN,NCwallet ,Inversión,CryptoTab Browser,,"Pago 5,000 SAT"
08-06-2025,Por responder encuesta de Google,true,1,MXN,Google Play ,Recompensas,,,
09-06-2025,Por responder encuesta de Google,true,3.94,MXN,Google Play ,Recompensas,,,
10-06-2025,Transferencia a Google Play  (Out),true,-100,MXN,Monedero físico ,Transferencia,,,
10-06-2025,Transferencia a Google Play  (In),true,100,MXN,Google Play ,Transferencia,,,
10-06-2025,Compra | Eliminar anuncios en app,true,-89,MXN,Google Play ,Play Store,Compras,,Descargador
13-06-2025,Pago CT Pool,true,39.90,MXN,NCwallet ,Inversión,CryptoTab Pool,,"Pago 2,000 SAT"
13-06-2025,Pago CT Browser,true,99.51,MXN,NCwallet ,Inversión,CryptoTab Browser,,"Pago 5,000 SAT"
13-06-2025,Pago CT Farm,true,39.90,MXN,NCwallet ,Inversión,CryptoTab Farm,,"Pago 2,000 SAT"
13-06-2025,Por responder encuesta de Google,true,1.65,MXN,Google Play ,Recompensas,,,
16-06-2025,Transferencia a RedotPay (In),true,378.20,MXN,RedotPay,Transferencia,,,
16-06-2025,Transferencia a RedotPay (Out),true,-378.20,MXN,NCwallet ,Transferencia,,,
17-06-2025,Renovación de suscripción CT Pro,true,-352.75,MXN,RedotPay,Inversión,CryptoTab browser ,,"15,000 H/s | Trimestral"
20-06-2025,Pago CT Farm,true,39.32,MXN,NCwallet ,Inversión,CryptoTab Farm,,"Pago 2,000 SAT"
20-06-2025,Pago CT Browser,true,101.07,MXN,NCwallet ,Inversión,CryptoTab Browser,,"Pago 5,141 SAT"
22-06-2025,Pago CT Pool,true,39.63,MXN,NCwallet ,Inversión,CryptoTab Pool,,"Pago 2,000 SAT"
24-06-2025,Pago Bitcoin Mining,true,9.94,MXN,Wallet Muun,Inversión,Bitcoin Mining,,Pago 500 SAT
26-06-2025,Transferencia a Cuenta personal  (Out),true,-200,MXN,Exnova (1era cuenta),Transferencia,,,
26-06-2025,Transferencia a Cuenta personal  (In),true,200,MXN,BBVA,Transferencia,,,
27-06-2025,Pago CT Pool,true,20.26,MXN,NCwallet ,Inversión,CryptoTab Pool,,"Pago 1,000 SAT"
27-06-2025,Pago CT Farm ,true,40.52,MXN,NCwallet ,Inversión,CryptoTab Farm,,"Pago 2,000 SAT"
27-06-2025,Pago CT Browser,true,101.33,MXN,NCwallet ,Inversión,CryptoTab Browser,,"Pago 5,002 SAT"
27-06-2025,Ganancias de la semana,true,0.89,MXN,Exnova (1era cuenta),Trading ,Exnova,,
28-06-2025,Por responder encuesta de Google,true,3.89,MXN,Google Play ,Recompensas,,,
01-07-2025,Renovación de suscripción CT Max,true,-347.65,MXN,RedotPay,Inversión,CryptoTab browser ,,"20,000 H/s | Trimestral"
01-07-2025,Renovación de membresía de VisualEconomik,true,-9,MXN,RedotPay,Play Store,Suscripciones,,YouTube | Mensual
01-07-2025,Transferencia a RedotPay (In),true,356.96,MXN,RedotPay,Transferencia,,,
01-07-2025,Transferencia a RedotPay (Out),true,-356.96,MXN,NCwallet ,Transferencia,,,
01-07-2025,Compra de suscripción Google One,true,-17,MXN,RedotPay,Play Store,Suscripciones,,Mensual
01-07-2025,Compra de suscripción CT Pro,true,-254.54,MXN,NCwallet ,Inversión,CryptoTab browser ,,"15,000 H/s | Trimestral"
01-07-2025,Renovación de membresía de VisualPolitik,true,-9,MXN,RedotPay,Play Store,Suscripciones,,YouTube | Mensual
04-07-2025,Ganancias de la semana,true,0.96,MXN,Exnova (1era cuenta),Trading ,Exnova,,
04-07-2025,Pago CT Farm,true,40.23,MXN,NCwallet ,Inversión,CryptoTab Farm,,"Pago 2,000 SAT"
04-07-2025,Pago CT Browser,true,108.28,MXN,NCwallet ,Inversión,CryptoTab Browser,,"Pago 5,384 SAT"
05-07-2025,Transferencia a Monedero físico  (Out),true,-200,MXN,BBVA,Transferencia,,,
05-07-2025,Transferencia a Monedero físico  (In),true,200,MXN,Monedero físico ,Transferencia,,,
08-07-2025,Pago CT Pool,true,40.45,MXN,NCwallet ,Inversión,CryptoTab Pool,,"Pago 2,000 SAT"
10-07-2025,Pago CT Browser ,true,110.27,MXN,NCwallet ,Inversión,CryptoTab Browser,,"Pago 5,000 SAT"
11-07-2025,Transferencia a Google Play  (Out),true,-200,MXN,Monedero físico ,Transferencia,,,
11-07-2025,Transferencia a Google Play  (In),true,200,MXN,Google Play ,Transferencia,,,
12-07-2025,Por responder encuesta de Google,true,2.07,MXN,Google Play ,Recompensas,,,
12-07-2025,Pago Bitcoin Mining,true,21.68,MXN,Wallet Muun,Inversión,Bitcoin Mining,,"Pago 1,000 SAT"
14-07-2025,Renovación de suscripción CT Lite,true,-109.65,MXN,Google Play ,Inversión,CryptoTab browser ,,"4,500 H/s | Trimestral"
16-07-2025,Por responder encuesta de Google,true,1.69,MXN,Google Play ,Recompensas,,,
18-07-2025,Pago CT Farm,true,44.07,MXN,NCwallet ,Inversión,CryptoTab Farm,,"2,000 SAT"
18-07-2025,Pago CT Browser,true,143.19,MXN,NCwallet ,Inversión,CryptoTab Browser,,"6,502 SAT"
19-07-2025,Pago CT Pool,true,44.25,MXN,NCwallet ,Inversión,CryptoTab Pool,,"2,000 SAT"
24-07-2025,Pago CT Pool,true,22.15,MXN,NCwallet ,Inversión,CryptoTab Pool,,"Pago 1,000 SAT"
25-07-2025,Pago CT Farm,true,43.06,MXN,NCwallet ,Inversión,CryptoTab Farm,,"Pago 2,000 SAT"
25-07-2025,Pago CT Browser,true,118.90,MXN,NCwallet ,Inversión,CryptoTab Browser,,"Pago 5,523 SAT"
25-07-2025,Ganancias de la semana,true,1.94,MXN,Exnova (1era cuenta),Trading ,Exnova,,
30-07-2025,Pago CT Pool,true,22.13,MXN,NCwallet ,Inversión,CryptoTab Pool,,"1,000 SAT"
30-07-2025,Pago CT Farm,true,22.13,MXN,NCwallet ,Inversión,CryptoTab Farm,,"1,000 SAT"
30-07-2025,Transferencia a RedotPay (In),true,11,USD,RedotPay,Transferencia,,,
30-07-2025,Transferencia a RedotPay (Out),true,-11,USD,NCwallet ,Transferencia,,,
01-08-2025,Renovación de membresía de VisualEconomik,true,-9,MXN,RedotPay,Play Store,Suscripciones,,YouTube | Mensual
01-08-2025,Renovación suscripción Google One,true,-17,MXN,RedotPay,Play Store,Suscripciones,,
01-08-2025,Pago CT Browser,true,107.50,MXN,NCwallet ,Inversión,CryptoTab Browser,,"5,000 SAT"
01-08-2025,Renovación de suscripción CT Max,true,-317.58,MXN,NCwallet ,Inversión,CryptoTab browser ,,"20,000 H/s | Trimestral"
01-08-2025,Renovación de membresía de VisualPolitik,true,-9,MXN,RedotPay,Play Store,Suscripciones,,YouTube | Mensual
02-08-2025,Compra Hosting bot discord,true,-8.65,MXN,RedotPay,CMD,Hosting bots discord,,Plan mensual
05-08-2025,Pago CT Pool,true,21.21,MXN,NCwallet ,Inversión,CryptoTab Pool,,"1,000 SAT"
05-08-2025,Pago CT Farm,true,21.21,MXN,NCwallet ,Inversión,CryptoTab Farm,,"1,000 SAT"
06-08-2025,Renovación de suscripción CT Pool,true,-140.25,MXN,RedotPay,Inversión,CryptoTab Pool,,"15,000 H/s | Trimestral"
06-08-2025,Pago CT Browser ,true,107.24,MXN,NCwallet ,Inversión,CryptoTab Browser,,"5,000 SAT"
08-08-2025,Canje de puntos,true,2,MXN,Google Play ,Recompensas,,,100 puntos
08-08-2025,Ganancias de la semana,true,0.72,MXN,Exnova (1era cuenta),Trading ,Exnova,,
10-08-2025,Pago CT Pool,true,21.68,MXN,NCwallet ,Inversión,CryptoTab Pool,,"1,000 SAT"
10-08-2025,Pago Bitcoin Mining,true,21.83,MXN,Wallet Muun,Inversión,Bitcoin Mining,,"1,000 SAT"
11-08-2025,Pago CT Farm,true,22.27,MXN,NCwallet ,Inversión,CryptoTab Farm,,"Pago 1,000 SAT"
11-08-2025,Semanal,true,200,MXN,Monedero físico ,Salario,,,
11-08-2025,Transferencia a Google Play  (Out),true,-200,MXN,Monedero físico ,Transferencia,,,
11-08-2025,Transferencia a Google Play  (In),true,200,MXN,Google Play ,Transferencia,,,
12-08-2025,Pago CT Browser,true,110.87,MXN,NCwallet ,Inversión,CryptoTab Browser,,"Pago 5,000 SAT"
17-08-2025,Pago CT Pool,true,22.02,MXN,NCwallet ,Inversión,CryptoTab Pool,,"1,000 SAT"
17-08-2025,Pago CT Farm,true,22.02,MXN,NCwallet ,Inversión,CryptoTab Farm,,"1,000 SAT"
18-08-2025,Semanal,true,200,MXN,Monedero físico ,Salario,,,
18-08-2025,Para compra de libros,true,1000,MXN,Monedero físico ,Salario,,,
18-08-2025,Pago CT Browser,true,109.21,MXN,NCwallet ,Inversión,CryptoTab Browser,,"5,000 SAT"
18-08-2025,Transferencia a Google Play  (Out),true,-200,MXN,Monedero físico ,Transferencia,,,
18-08-2025,Transferencia a Google Play  (In),true,200,MXN,Google Play ,Transferencia,,,
20-08-2025,Canje de puntos,true,30,MXN,Google Play ,Recompensas,,,"1,500 puntos = 30MXN"
20-08-2025,Compra de poder computacional,true,-43,MXN,Google Play ,Inversión,Tap Mining,,200 GH/s
23-08-2025,Pago Tap Mining,true,0.42,MXN,Speed Wallet,Inversión,Tap Mining,,20 SAT
24-08-2025,Pago CT Pool,true,20.86,MXN,Cwallet ,Inversión,CryptoTab Pool,,"1,000 SAT"
25-08-2025,Semanal,true,200,MXN,Monedero físico ,Salario,,,
25-08-2025,Pago CT Browser,true,102.45,MXN,NCwallet ,Inversión,CryptoTab Browser,,"5,001 SAT"
26-08-2025,Transferencia a Google Play  (Out),true,-200,MXN,Monedero físico ,Transferencia,,,
26-08-2025,Transferencia a Google Play  (In),true,200,MXN,Google Play ,Transferencia,,,
27-08-2025,Compra de 4/5 libros,true,-925,MXN,Monedero físico ,Educación,,,210+285+220+210 = 925
29-08-2025,Pago CT Pool,true,20.24,MXN,NCwallet ,Inversión,CryptoTab Pool,,"1,000 SAT"
29-08-2025,Dulce,true,-4,MXN,Monedero físico ,Comida,,,
30-08-2025,Transferencia a RedotPay (Out),true,-690.26,MXN,NCwallet ,Transferencia,,,
30-08-2025,Transferencia a RedotPay (In),true,690.26,MXN,RedotPay,Transferencia,,,
30-08-2025,Compra libro,true,-130,MXN,Monedero físico ,Educación,,,"Matemáticas, el último que faltaba."
31-08-2025,🥤,true,-18,MXN,Monedero físico ,Comida,,,
01-09-2025,Renovación de suscripción CT Farm,true,-327.25,MXN,RedotPay,Inversión,CryptoTab Farm,,"47,000 H/s | Trimestral"
01-09-2025,Renovación de suscripción Google One,true,-17,MXN,RedotPay,Play Store,Suscripciones,,
01-09-2025,Renovación de membresía de VisualEconomik,true,-9,MXN,RedotPay,Play Store,Suscripciones,,YouTube | Mensual
01-09-2025,Semanal,true,200,MXN,Monedero físico ,Salario,,,
01-09-2025,Pago CT Browser,true,101.44,MXN,NCwallet ,Inversión,CryptoTab Browser,,"5,000 SAT"
01-09-2025,Renovación de suscripción CT Pool,true,-174.25,MXN,RedotPay,Inversión,CryptoTab Pool,,"25,000 H/s | Trimestral"
01-09-2025,Bonificación por compra CryptoTab,true,0.02,MXN,NCwallet ,Recompensas,,,
01-09-2025,Renovación de membresía de VisualPolitik,true,-9,MXN,RedotPay,Play Store,Suscripciones,,YouTube | Mensual
03-09-2025,Pago CT Pool,true,20.73,MXN,NCwallet ,Inversión,CryptoTab Pool,,"1,000 SAT"
03-09-2025,Pago CT Farm,true,20.73,MXN,NCwallet ,Inversión,CryptoTab Farm,,"1,000 SAT"
04-09-2025,Transferencia a Google Play  (Out),true,-200,MXN,Monedero físico ,Transferencia,,,
04-09-2025,Transferencia a Google Play  (In),true,200,MXN,Google Play ,Transferencia,,,
04-09-2025,Pago Bitcoin Mining,true,27.73,MXN,Wallet Muun,Inversión,Bitcoin Mining,,"1,000 SAT"
05-09-2025,Transferencia a Wallet Muun (Out),true,-0.35,MXN,Speed Wallet,Transferencia,,,Prueba de usabilidad
05-09-2025,Transferencia a Wallet Muun (In),true,0.35,MXN,Wallet Muun,Transferencia,,,Prueba de usabilidad
05-09-2025,Transferencia a Cwallet  (In),true,95.85,MXN,Cwallet ,Transferencia,,,
05-09-2025,Transferencia a Cwallet  (Out),true,-95.85,MXN,Wallet Muun,Transferencia,,,
05-09-2025,Transferencia a Olymptrade (In),true,93.47,MXN,Olymptrade,Transferencia,,,
05-09-2025,Transferencia a Olymptrade (Out),true,-93.47,MXN,Cwallet ,Transferencia,,,
07-09-2025,Pago CT Browser,true,103.84,MXN,NCwallet ,Inversión,CryptoTab Browser,,"5,000 SAT"
08-09-2025,Transferencia a Google Play  (In),true,200,MXN,Google Play ,Transferencia,,,
08-09-2025,Semanal,true,200,MXN,Monedero físico ,Salario,,,
08-09-2025,Compra de más poder de minado,true,-1099,MXN,Google Play ,Inversión,Tap Mining,,1 Th/s + 1 adicional por promoción
08-09-2025,Transferencia a Google Play  (Out),true,-200,MXN,Monedero físico ,Transferencia,,,
08-09-2025,Pago CT Pool,true,20.99,MXN,NCwallet ,Inversión,CryptoTab Pool,,"1,000 SAT"
08-09-2025,Pago CT Farm,true,20.99,MXN,NCwallet ,Inversión,CryptoTab Farm,,"1,000 SAT"
10-09-2025,Renovación de suscripción CT Lite,true,-118.15,MXN,RedotPay,Inversión,CryptoTab browser ,,"4,500 H/s | Semestral"
13-09-2025,Pago CT Farm,true,21.37,MXN,NCwallet ,Inversión,CryptoTab Farm,,"1,000 SAT"
14-09-2025,Pago CT Pool,true,21.03,MXN,NCwallet ,Inversión,CryptoTab Pool,,"1,000 SAT"
15-09-2025,Pago CT Browser,true,105.80,MXN,NCwallet ,Inversión,CryptoTab Browser,,"Pago 5,000 SAT"
15-09-2025,Pago Tap Mining,true,21,MXN,Speed Wallet,Inversión,Tap Mining,,"1,000 SAT"
16-09-2025,Prueba gratuita de Google One AI,true,0,MXN,BBVA,Play Store,Suscripciones,,"Un año, se cancelará días antes de la renovación."
17-09-2025,Renovación de suscripción CT Pro,true,-216.75,MXN,RedotPay,Inversión,CryptoTab browser ,,"15,000 H/s | Trimestral"
17-09-2025,Reembolso de suscripción Google One ,true,8.50,MXN,RedotPay,Otro,,,Por cambio de suscripción a Google One AI anual
17-09-2025,Transferencia a RedotPay (In),true,204.58,MXN,RedotPay,Transferencia,,,
17-09-2025,Transferencia a RedotPay (Out),true,-204.58,MXN,NCwallet ,Transferencia,,,
18-09-2025,Comida,true,-17.50,MXN,Monedero físico ,Comida,,,
18-09-2025,Pago CT Farm ,true,21.55,MXN,NCwallet ,Inversión,CryptoTab Farm,,"1,000 SAT"
18-09-2025,Semanal,true,200,MXN,Monedero físico ,Salario,,,
20-09-2025,Comida,true,-30,MXN,Monedero físico ,Comida,,,
20-09-2025,Pago CT Pool,true,21.31,MXN,NCwallet ,Inversión,CryptoTab Pool,,"1,000 SAT"
22-09-2025,Semanal,true,200,MXN,Monedero físico ,Salario,,,
22-09-2025,Pago CT Browser,true,103.49,MXN,NCwallet ,Inversión,CryptoTab Browser,,"5,000 SAT"
23-09-2025,Transferencia a Google Play  (In),true,200,MXN,Google Play ,Transferencia,,,
23-09-2025,Transferencia a Google Play  (Out),true,-200,MXN,Monedero físico ,Transferencia,,,
24-09-2025,Pago CT Farm,true,20.58,MXN,NCwallet ,Inversión,CryptoTab Farm,,"1,000 SAT"
25-09-2025,Pago CT Pool,true,20.46,MXN,NCwallet ,Inversión,CryptoTab Pool,,"1,000 SAT"
26-09-2025,Ganancias de la semana,true,2.93,MXN,Exnova (1era cuenta),Trading ,Exnova,,
26-09-2025,Ganancias de la semana,true,1.10,MXN,Olymptrade,Trading ,Olymptrade,,
26-09-2025,Compra más potencia de minado,true,-43,MXN,Google Play ,Inversión,Tap Mining,,100 Gh/s * 2 | Promoción
29-09-2025,Pago CT Farm,true,21.01,MXN,NCwallet ,Inversión,CryptoTab Farm,,"1,000 SAT"
29-09-2025,Pago CT Browser,true,105.06,MXN,NCwallet ,Inversión,CryptoTab Browser,,"5,000 SAT"
29-09-2025,Semanal,true,200,MXN,Monedero físico ,Salario,,,
30-09-2025,Compra de más poder de minado,true,-43,MXN,Google Play ,Inversión,Tap Mining,,100 Gh/s * 2 | Oferta
30-09-2025,Pago CT Pool,true,20.71,MXN,NCwallet ,Inversión,CryptoTab Pool,,"1,000 SAT"
30-09-2025,Transferencia a RedotPay (Out),true,-549.56,MXN,NCwallet ,Transferencia,,,
30-09-2025,Transferencia a RedotPay (In),true,549.56,MXN,RedotPay,Transferencia,,,
01-10-2025,Renovación de suscripción CT Max,true,-347.65,MXN,RedotPay,Inversión,CryptoTab browser ,,"20,000 H/s | Trimestral"
01-10-2025,Compra Hosting bot discord,true,-9.12,MXN,RedotPay,CMD,Hosting bots discord,,Plan mensual
01-10-2025,Compra hosting bot Trading,true,-9.12,MXN,RedotPay,Inversión,,,Bot de alertas trading.
01-10-2025,Renovación de membresía de VisualEconomik,true,-9,MXN,RedotPay,Play Store,Suscripciones,,YouTube | Mensual
01-10-2025,Transferencia a Google Play  (Out),true,-200,MXN,Monedero físico ,Transferencia,,,
01-10-2025,Transferencia a Google Play  (In),true,200,MXN,Google Play ,Transferencia,,,
01-10-2025,Compra de más poder de minado,true,-43,MXN,Google Play ,Inversión,Tap Mining,,100 Gh/s * 2 | Promoción
01-10-2025,Renovación de membresía de VisualPolitik,true,-9,MXN,RedotPay,Play Store,Suscripciones,,YouTube | Mensual
03-10-2025,Ganancias de la semana,true,2.21,MXN,Olymptrade,Trading ,Olymptrade,,
03-10-2025,Ganancias de la semana,true,0.57,MXN,Exnova (1era cuenta),Trading ,Exnova,,
03-10-2025,Pago BTC Mining,true,0.45,MXN,Speed Wallet,Inversión,Bitcoin Mining,,20 SAT
03-10-2025,Pago BTC Mining,true,67,MXN,Speed Wallet,Inversión,Bitcoin Mining,,"2,980 SAT"
05-10-2025,Pago CT Farm,true,22.58,MXN,NCwallet ,Inversión,CryptoTab Farm,,"1,000 SAT"
06-10-2025,Semanal,true,150,MXN,Monedero físico ,Salario,,,
07-10-2025,Pago CT Pool,true,22.37,MXN,NCwallet ,Inversión,CryptoTab Pool,,"1,000 SAT"
09-10-2025,Pago CT Browser,true,111.69,MXN,NCwallet ,Inversión,CryptoTab Browser,,"5,000 SAT"
10-10-2025,Pago Tap Mining,true,0.44,MXN,Speed Wallet,Inversión,Tap Mining,,20 SAT
11-10-2025,Pago CT Pool ,true,20.90,MXN,NCwallet ,Inversión,CryptoTab Pool,,"1,000 SAT"
11-10-2025,Pago Tap Mining,true,20,MXN,Speed Wallet,Inversión,Tap Mining,,"1,000 SAT"
11-10-2025,Transferencia a Cwallet  (Out),true,-97,MXN,Speed Wallet,Transferencia,,,
11-10-2025,Transferencia a Cwallet  (In),true,97,MXN,Cwallet ,Transferencia,,,
13-10-2025,Semanal,true,200,MXN,Monedero físico ,Salario,,,
13-10-2025,Transferencia a Olymptrade (Out),true,-92.17,MXN,Cwallet ,Transferencia,,,
13-10-2025,Transferencia a Olymptrade (In),true,92.17,MXN,Olymptrade,Transferencia,,,
13-10-2025,Pago CT Farm,true,20.90,MXN,NCwallet ,Inversión,CryptoTab Farm,,"1,000 SAT"
14-10-2025,Transferencia a Google Play  (In),true,200,MXN,Google Play ,Transferencia,,,
14-10-2025,Transferencia a Google Play  (Out),true,-200,MXN,Monedero físico ,Transferencia,,,
15-10-2025,Pago CT Browser,true,61.72,MXN,NCwallet ,Inversión,CryptoTab Browser,,"3,000 SAT"
17-10-2025,Pago CT Farm,true,19.58,MXN,NCwallet ,Inversión,CryptoTab Farm,,"1,000 SAT"
17-10-2025,Ganancias de la semana,true,4.23,MXN,Olymptrade,Trading ,Olymptrade,,
20-10-2025,Pago CT Pool,true,20.27,MXN,NCwallet ,Inversión,CryptoTab Pool,,"1,000 SAT"
20-10-2025,Semanal,true,100,MXN,Monedero físico ,Salario,,,
20-10-2025,Transferencia a Google Play  (In),true,120,MXN,Google Play ,Transferencia,,,
20-10-2025,Transferencia a Google Play  (Out),true,-120,MXN,Monedero físico ,Transferencia,,,
21-10-2025,Pago CT Browser,true,61.97,MXN,NCwallet ,Inversión,CryptoTab Browser,,"3,000 SAT"
21-10-2025,Pago Tap Mining,true,19,MXN,Speed Wallet,Inversión,Tap Mining,,"1,000 SAT"
22-10-2025,Pago CT Farm,true,20.06,MXN,NCwallet ,Inversión,CryptoTab Farm,,"1,000 SAT"
25-10-2025,Pago CT Pool,true,20.59,MXN,NCwallet ,Inversión,CryptoTab Pool,,"1,000 SAT"
27-10-2025,Semanal,true,200,MXN,Monedero físico ,Salario,,,
27-10-2025,Pago CT Browser,true,62.77,MXN,NCwallet ,Inversión,CryptoTab Browser,,"3,000 SAT"
27-10-2025,Pago Tap Mining,true,20,MXN,Speed Wallet,Inversión,Tap Mining,,"1,000 SAT"
28-10-2025,Pago CT Farm,true,20.84,MXN,NCwallet ,Inversión,CryptoTab Farm,,"1,000 SAT"
28-10-2025,Transferencia a DolarApp (Out),true,-18.45,MXN,Cwallet ,Transferencia,,,
